datetime,open,high,low,close,volume,null
2025-05-19T09:15:00+05:30,8605.49,8608.15,8576.5,8601.74,0,0
2025-05-19T09:16:00+05:30,8604.85,8611.56,8604.85,8611.07,0,0
2025-05-19T09:17:00+05:30,8612.6,8623.36,8612.6,8623.28,0,0
2025-05-19T09:18:00+05:30,8617.98,8625.18,8617.98,8623.65,0,0
2025-05-19T09:19:00+05:30,8624.2,8625.53,8619.03,8619.65,0,0
2025-05-19T09:20:00+05:30,8620.09,8620.16,8617.87,8617.87,0,0
2025-05-19T09:21:00+05:30,8615.61,8615.61,8611.45,8615.22,0,0
2025-05-19T09:22:00+05:30,8621.06,8631.61,8621.06,8629.83,0,0
2025-05-19T09:23:00+05:30,8630.18,8632.44,8627.07,8628.04,0,0
2025-05-19T09:24:00+05:30,8630.61,8635.84,8629.72,8631.48,0,0
2025-05-19T09:25:00+05:30,8631.2,8631.2,8620.36,8623.12,0,0
2025-05-19T09:26:00+05:30,8624.03,8624.03,8619.01,8619.97,0,0
2025-05-19T09:27:00+05:30,8623.44,8625.76,8622.46,8622.63,0,0
2025-05-19T09:28:00+05:30,8622.15,8623.96,8622.01,8622.96,0,0
2025-05-19T09:29:00+05:30,8622.82,8624.01,8619.85,8624.01,0,0
2025-05-19T09:30:00+05:30,8627.04,8632.58,8627.04,8631.01,0,0
2025-05-19T09:31:00+05:30,8632.25,8641.35,8632.25,8640.63,0,0
2025-05-19T09:32:00+05:30,8641.09,8641.78,8637.7,8637.7,0,0
2025-05-19T09:33:00+05:30,8637.19,8638.99,8636.02,8637.54,0,0
2025-05-19T09:34:00+05:30,8637.61,8637.61,8634.76,8636.12,0,0
2025-05-19T09:35:00+05:30,8636.31,8636.31,8630.16,8630.16,0,0
2025-05-19T09:36:00+05:30,8627.66,8627.66,8620.09,8620.65,0,0
2025-05-19T09:37:00+05:30,8620.04,8623.6,8619.37,8620.48,0,0
2025-05-19T09:38:00+05:30,8618.37,8619.1,8609.87,8609.87,0,0
2025-05-19T09:39:00+05:30,8611.33,8613.15,8605.37,8605.37,0,0
2025-05-19T09:40:00+05:30,8603.32,8603.62,8600.75,8603.41,0,0
2025-05-19T09:41:00+05:30,8607.24,8609.93,8605.0,8609.93,0,0
2025-05-19T09:42:00+05:30,8611.61,8613.61,8611.41,8613.61,0,0
2025-05-19T09:43:00+05:30,8615.56,8624.7,8615.56,8624.7,0,0
2025-05-19T09:44:00+05:30,8624.59,8624.72,8622.93,8622.93,0,0
2025-05-19T09:45:00+05:30,8623.42,8623.42,8615.77,8621.39,0,0
2025-05-19T09:46:00+05:30,8618.87,8623.15,8618.55,8623.15,0,0
2025-05-19T09:47:00+05:30,8621.58,8627.82,8621.58,8625.36,0,0
2025-05-19T09:48:00+05:30,8625.89,8625.89,8621.25,8623.22,0,0
2025-05-19T09:49:00+05:30,8623.36,8627.22,8623.36,8626.14,0,0
2025-05-19T09:50:00+05:30,8625.49,8625.49,8621.21,8624.01,0,0
