datetime,open,high,low,close,volume,null
2025-05-19T09:15:00+05:30,67281.55,67324.85,67208.85,67255.15,0,0
2025-05-19T09:16:00+05:30,67253.7,67304.05,67227.75,67296.2,0,0
2025-05-19T09:17:00+05:30,67291.5,67301.65,67248.1,67299.65,0,0
2025-05-19T09:18:00+05:30,67305.6,67395.25,67301.5,67392.25,0,0
2025-05-19T09:19:00+05:30,67384.7,67424.8,67352.75,67424.0,0,0
2025-05-19T09:20:00+05:30,67414.1,67420.0,67326.2,67334.8,0,0
2025-05-19T09:21:00+05:30,67331.35,67388.9,67297.2,67388.9,0,0
2025-05-19T09:22:00+05:30,67391.9,67518.35,67391.9,67515.5,0,0
2025-05-19T09:23:00+05:30,67518.9,67527.05,67463.3,67508.7,0,0
2025-05-19T09:24:00+05:30,67506.2,67519.45,67500.3,67508.45,0,0
2025-05-19T09:25:00+05:30,67506.9,67512.0,67390.95,67398.85,0,0
2025-05-19T09:26:00+05:30,67394.6,67411.1,67346.45,67373.85,0,0
2025-05-19T09:27:00+05:30,67372.55,67460.6,67372.55,67413.7,0,0
2025-05-19T09:28:00+05:30,67409.9,67409.9,67383.05,67401.65,0,0
2025-05-19T09:29:00+05:30,67403.5,67403.5,67342.8,67388.1,0,0
2025-05-19T09:30:00+05:30,67386.9,67461.0,67385.8,67453.65,0,0
2025-05-19T09:31:00+05:30,67453.95,67547.65,67453.15,67534.4,0,0
2025-05-19T09:32:00+05:30,67534.65,67534.65,67477.35,67477.35,0,0
2025-05-19T09:33:00+05:30,67474.0,67490.25,67454.25,67490.25,0,0
2025-05-19T09:34:00+05:30,67488.5,67488.7,67443.7,67476.1,0,0
2025-05-19T09:35:00+05:30,67476.55,67483.9,67431.75,67432.2,0,0
2025-05-19T09:36:00+05:30,67429.5,67432.3,67360.05,67405.15,0,0
2025-05-19T09:37:00+05:30,67407.0,67413.55,67319.25,67319.25,0,0
2025-05-19T09:38:00+05:30,67318.7,67318.7,67157.85,67172.65,0,0
2025-05-19T09:39:00+05:30,67181.8,67217.9,67123.35,67131.3,0,0
2025-05-19T09:40:00+05:30,67127.8,67133.75,67069.25,67133.75,0,0
2025-05-19T09:41:00+05:30,67137.95,67209.0,67109.55,67208.4,0,0
2025-05-19T09:42:00+05:30,67212.0,67272.25,67209.15,67272.25,0,0
2025-05-19T09:43:00+05:30,67275.25,67314.95,67261.3,67313.1,0,0
