datetime,open,high,low,close,volume,null
2025-05-19T09:15:00+05:30,16483.65,16491.1,16466.45,16475.6,0,0
2025-05-19T09:16:00+05:30,16475.4,16499.6,16469.15,16497.95,0,0
2025-05-19T09:17:00+05:30,16498.65,16500.8,16488.0,16498.45,0,0
2025-05-19T09:18:00+05:30,16498.0,16520.9,16494.3,16519.85,0,0
2025-05-19T09:19:00+05:30,16520.7,16534.7,16513.85,16530.95,0,0
2025-05-19T09:20:00+05:30,16530.8,16530.8,16512.9,16517.0,0,0
2025-05-19T09:21:00+05:30,16516.7,16542.2,16511.05,16542.0,0,0
2025-05-19T09:22:00+05:30,16544.05,16554.75,16544.05,16553.0,0,0
2025-05-19T09:23:00+05:30,16552.5,16555.75,16546.25,16549.2,0,0
2025-05-19T09:24:00+05:30,16548.55,16555.3,16548.55,16554.5,0,0
2025-05-19T09:25:00+05:30,16555.05,16556.25,16533.35,16536.55,0,0
2025-05-19T09:26:00+05:30,16537.45,16545.9,16536.4,16541.2,0,0
2025-05-19T09:27:00+05:30,16541.15,16554.0,16541.15,16542.6,0,0
2025-05-19T09:28:00+05:30,16542.65,16542.7,16530.0,16530.35,0,0
2025-05-19T09:29:00+05:30,16529.75,16529.75,16515.0,16523.1,0,0
2025-05-19T09:30:00+05:30,16523.35,16534.65,16522.35,16530.8,0,0
2025-05-19T09:31:00+05:30,16530.65,16536.2,16528.15,16534.5,0,0
2025-05-19T09:32:00+05:30,16535.0,16535.1,16517.9,16518.15,0,0
2025-05-19T09:33:00+05:30,16517.25,16518.0,16504.7,16511.85,0,0
2025-05-19T09:34:00+05:30,16511.45,16511.45,16501.8,16507.15,0,0
2025-05-19T09:35:00+05:30,16507.0,16508.05,16487.0,16487.0,0,0
2025-05-19T09:36:00+05:30,16487.8,16488.1,16459.8,16482.55,0,0
2025-05-19T09:37:00+05:30,16483.15,16484.3,16456.0,16456.15,0,0
2025-05-19T09:38:00+05:30,16456.1,16456.1,16414.1,16416.35,0,0
2025-05-19T09:39:00+05:30,16418.0,16425.4,16400.2,16401.85,0,0
2025-05-19T09:40:00+05:30,16401.9,16401.9,16376.0,16397.5,0,0
2025-05-19T09:41:00+05:30,16398.6,16411.75,16387.15,16411.75,0,0
2025-05-19T09:42:00+05:30,16411.85,16439.5,16411.85,16439.5,0,0
2025-05-19T09:43:00+05:30,16438.95,16462.35,16438.95,16461.85,0,0
2025-05-19T09:44:00+05:30,16461.9,16463.8,16449.2,16450.65,0,0
2025-05-19T09:45:00+05:30,16450.35,16450.55,16435.0,16440.15,0,0
2025-05-19T09:46:00+05:30,16439.85,16447.4,16436.9,16446.8,0,0
2025-05-19T09:47:00+05:30,16445.95,16467.75,16445.2,16465.45,0,0
2025-05-19T09:48:00+05:30,16464.85,16464.85,16450.2,16460.6,0,0
2025-05-19T09:49:00+05:30,16460.5,16466.7,16460.5,16460.95,0,0
2025-05-19T09:50:00+05:30,16461.25,16469.7,16457.55,16469.65,0,0
2025-05-19T09:51:00+05:30,16469.65,16471.0,16463.1,16463.3,0,0
2025-05-19T09:52:00+05:30,16463.3,16463.4,16454.95,16458.35,0,0
2025-05-19T09:53:00+05:30,16458.35,16468.7,16458.1,16460.75,0,0
2025-05-19T09:54:00+05:30,16460.45,16466.6,16457.0,16466.6,0,0
2025-05-19T09:55:00+05:30,16466.65,16467.6,16458.45,16458.6,0,0
2025-05-19T09:56:00+05:30,16458.8,16459.4,16455.05,16457.3,0,0
2025-05-19T09:57:00+05:30,16457.1,16458.8,16452.2,16458.05,0,0
2025-05-19T09:58:00+05:30,16458.2,16466.4,16456.65,16466.4,0,0
2025-05-19T09:59:00+05:30,16466.75,16480.05,16466.75,16479.8,0,0
2025-05-19T10:00:00+05:30,16480.45,16486.8,16477.05,16480.25,0,0
2025-05-19T10:01:00+05:30,16481.05,16483.7,16477.7,16483.35,0,0
2025-05-19T10:02:00+05:30,16483.7,16491.1,16481.5,16490.7,0,0
2025-05-19T10:03:00+05:30,16491.35,16496.1,16490.95,16495.75,0,0
2025-05-19T10:04:00+05:30,16496.7,16500.55,16496.25,16499.45,0,0
2025-05-19T10:05:00+05:30,16499.5,16501.1,16495.7,16501.0,0,0
2025-05-19T10:06:00+05:30,16501.25,16510.7,16500.6,16510.7,0,0
2025-05-19T10:07:00+05:30,16511.25,16513.75,16510.8,16513.75,0,0
2025-05-19T10:08:00+05:30,16514.2,16524.75,16513.85,16524.7,0,0
2025-05-19T10:09:00+05:30,16524.7,16526.9,16523.95,16526.5,0,0
2025-05-19T10:10:00+05:30,16527.05,16528.15,16523.9,16523.9,0,0
2025-05-19T10:11:00+05:30,16524.35,16530.35,16521.8,16530.35,0,0
2025-05-19T10:12:00+05:30,16530.45,16535.75,16530.45,16531.3,0,0
2025-05-19T10:13:00+05:30,16530.9,16536.3,16530.9,16535.75,0,0
2025-05-19T10:14:00+05:30,16535.95,16545.1,16535.75,16544.5,0,0
